251.268.794-90,20-3-1968,2690,TED
127.434.591-89,22-6-1952,9771,TED
635.793.636-99,10-11-1973,3162,DOC
861.435.985-52,22-9-1970,5213,TED
673.763.146-71,28-9-1935,6477,DOC
962.288.460-66,20-10-1928,4634,TED
549.576.157-65,2-5-1957,7054,DOC
418.153.993-32,20-5-1907,7317,TED
275.118.184-28,26-3-1985,5207,DOC
723.104.422-80,9-11-1981,9898,DOC
271.695.370-94,21-4-1991,3040,TED
385.297.356-34,10-5-1993,5788,DOC
469.502.961-33,28-7-1915,6956,DOC
752.400.361-39,28-2-1902,6261,DOC
366.675.308-29,20-12-2014,4841,DOC
895.355.540-59,4-6-1905,2330,TED
467.294.956-46,24-12-1996,1594,TED
194.227.728-11,19-3-1983,1287,DOC
157.460.421-59,3-7-1982,8631,TED
215.612.566-32,27-6-1968,7360,DOC
409.949.300-28,28-4-1929,4717,TED
848.436.755-93,17-10-1948,5428,DOC
418.770.383-66,26-7-1999,6702,TED
731.682.429-22,20-9-2012,9797,TED
146.382.190-71,19-12-1992,3013,DOC
434.151.970-41,11-11-2000,2923,DOC
811.822.613-89,28-5-1986,2006,DOC
941.633.986-89,22-2-1978,2331,TED
459.254.724-15,3-5-1917,2565,DOC
296.263.663-98,21-11-1910,4250,DOC
836.161.801-22,16-4-1940,4425,DOC
918.458.987-40,14-8-1908,9092,TED
275.656.584-86,6-6-2015,5434,TED
841.241.272-80,6-10-1945,2773,TED
145.598.359-16,1-4-1988,2888,DOC
824.886.978-38,14-1-1959,7489,TED
232.250.987-28,15-6-2016,1342,DOC
785.315.363-96,1-2-2003,3838,DOC
597.559.512-88,2-2-2013,2250,DOC
273.624.260-95,18-1-1954,3457,DOC
903.812.592-67,16-12-2008,8098,TED
936.521.221-50,3-6-2016,9693,TED
182.545.876-89,10-12-1958,2284,DOC
772.302.272-31,5-7-1971,9046,DOC
744.823.825-77,1-2-1972,8693,DOC
812.222.122-33,8-3-1918,1891,DOC
704.962.169-69,7-8-1982,7024,TED
128.760.749-21,24-10-1948,7657,DOC
102.126.308-67,13-8-1945,9404,DOC
901.608.533-38,14-11-1999,5486,TED
662.448.798-35,2-3-1902,8284,TED
890.415.126-46,1-5-1981,8958,TED
831.823.363-10,15-9-1968,5953,TED
404.883.883-72,15-7-1998,3881,DOC
425.968.945-15,14-8-1910,8264,TED
791.980.883-72,25-6-1930,7187,TED
830.360.516-52,14-4-1913,7910,DOC
186.164.310-86,26-5-1971,7099,TED
837.494.398-49,11-12-1926,9754,TED
580.697.902-55,20-3-2007,8785,DOC
281.982.718-17,21-5-1941,8665,DOC
694.570.308-75,4-4-1985,8925,TED
805.678.716-91,4-7-1907,4027,TED
803.491.759-81,14-2-1989,3869,TED
341.450.573-69,17-5-2006,8787,TED
928.420.860-12,3-6-1910,1874,TED
213.723.332-99,18-10-1922,6027,DOC
344.149.157-61,5-7-1988,5508,DOC
745.157.245-74,15-5-1921,2766,TED
995.164.990-34,6-10-1942,3872,TED
652.758.288-81,25-3-2007,3267,TED
752.350.259-44,18-3-1974,9037,TED
235.825.217-75,24-5-1951,2043,DOC
527.127.174-88,11-9-1984,4811,DOC
263.929.406-89,15-2-2009,4388,TED
883.917.968-33,22-2-1907,4145,TED
544.184.497-33,3-8-1976,2979,DOC
655.853.728-86,8-12-1938,5920,DOC
579.701.545-34,13-1-1910,6945,DOC
999.141.841-97,21-10-1982,7952,TED
995.723.399-24,15-11-1971,8741,DOC
414.882.117-96,1-5-1943,5300,DOC
347.758.627-43,14-12-1931,2903,TED
573.955.714-64,8-9-1901,1436,TED
296.379.820-32,25-3-1958,5264,DOC
386.268.249-78,21-4-1970,8035,TED
911.215.853-79,13-7-1921,7966,DOC
661.812.839-48,17-12-1966,8011,TED
782.747.525-35,28-11-2016,3453,DOC
112.143.514-45,12-11-1931,8409,TED
391.293.244-14,5-3-1962,4744,TED
299.459.625-16,20-11-1982,8991,DOC
381.407.520-33,4-7-1953,3633,DOC
595.119.593-48,25-10-1925,8465,TED
454.315.562-98,21-8-1927,4257,DOC
838.696.976-66,11-1-1991,9926,TED
924.351.626-43,21-3-1984,6664,TED
291.692.730-98,2-8-1975,3061,DOC
600.540.428-94,3-12-1962,8994,DOC
621.292.497-93,14-6-1912,4851,TED
670.103.804-35,24-1-2017,6458,DOC
710.900.368-56,6-3-1944,3413,DOC
147.505.968-70,5-6-2014,1029,DOC
695.686.280-85,12-2-1941,7691,DOC
382.308.181-96,7-6-1971,8727,TED
158.627.964-64,1-8-2015,3989,TED
993.926.164-76,10-2-1972,2147,DOC
858.129.601-27,15-7-1925,9443,TED
710.431.849-99,21-9-1928,3803,TED
798.389.321-26,10-7-1952,2456,DOC
579.274.566-16,23-3-1967,6347,DOC
753.951.380-20,26-8-1953,1247,TED
828.418.208-13,15-3-1933,1037,DOC
628.931.968-34,20-4-1973,4292,TED
460.385.500-74,10-5-1938,2984,DOC
787.182.215-17,24-3-1994,9466,DOC
340.234.729-35,7-7-1981,8649,TED
251.456.361-36,4-5-1959,8752,TED
873.833.638-49,22-4-1992,3245,TED
796.940.538-98,5-8-1971,6870,TED
243.293.870-18,4-7-1980,2617,TED
346.328.628-28,20-7-1958,9296,DOC
165.710.668-46,19-12-1976,8142,TED
594.825.757-29,6-5-1975,5189,DOC
251.182.110-49,3-7-1994,7508,TED
723.660.190-61,25-8-1951,9926,DOC
915.117.293-11,11-9-1916,5890,DOC
320.270.961-93,12-6-1907,7005,DOC
816.323.369-89,24-9-1968,6392,TED
310.352.238-52,25-10-1936,7000,DOC
429.908.512-57,20-4-1927,4668,DOC
469.247.511-72,15-4-2006,8909,TED
944.644.390-27,9-1-1952,8558,TED
156.926.662-57,13-8-1956,4652,TED
825.557.877-70,6-6-2017,9895,TED
252.793.125-95,18-8-1956,9233,DOC
235.221.737-46,23-7-1964,8801,DOC
124.575.606-54,3-12-1971,2107,TED
860.481.101-84,16-8-1917,1737,DOC
726.610.197-35,26-5-1991,1998,TED
469.438.714-33,20-1-1948,7538,DOC
301.995.158-24,16-4-1956,1335,TED
500.120.111-63,16-11-1912,8747,TED
377.893.921-11,8-12-1972,8423,DOC
156.879.783-14,13-9-1900,8192,DOC
565.578.892-42,12-8-1956,4569,DOC
446.891.590-49,27-2-1953,4761,DOC
852.128.677-33,24-12-1952,9084,DOC
540.950.349-25,17-10-2006,6343,TED
514.201.467-27,8-9-1900,9112,TED
213.981.619-85,24-1-2000,1821,TED
926.886.892-20,22-2-2016,9693,DOC
685.536.191-93,16-8-2013,5432,TED
862.188.633-78,19-5-1900,6917,TED
679.638.396-77,12-10-1978,6727,DOC
863.569.424-43,17-1-1955,3640,DOC
647.415.991-31,9-1-2014,9275,TED
375.143.680-39,25-2-1976,2035,DOC
972.355.860-98,13-6-1902,9811,TED
730.992.597-65,12-2-1900,1491,TED
495.291.554-10,18-11-1923,1702,TED
604.215.458-30,2-7-1932,7513,DOC
361.993.620-13,11-4-1926,7730,DOC
220.268.439-38,5-11-1917,7159,DOC
147.998.654-50,12-8-1939,1113,TED
390.139.103-10,16-10-1982,6828,DOC
351.947.659-31,18-10-1997,6052,DOC
431.293.416-10,17-4-2012,3546,TED
314.596.771-91,11-3-1903,4535,TED
607.936.573-57,24-10-1952,2332,DOC
773.138.513-46,5-1-1998,6754,DOC
730.733.662-90,18-11-1973,1941,TED
312.158.471-39,2-7-2003,6503,TED
419.781.644-86,16-5-1926,6922,TED
410.305.537-58,12-8-2007,1542,TED
518.885.845-46,19-2-1988,6422,TED
239.714.938-70,26-4-1935,1911,TED
978.266.637-44,20-4-1912,1543,TED
609.411.316-84,20-11-1941,5453,TED
417.261.116-12,1-1-1953,7529,TED
119.273.387-31,7-12-1960,6127,TED
744.447.152-98,14-6-1969,4275,DOC
686.901.941-87,10-9-2014,6307,DOC
497.106.852-43,14-11-1970,3374,DOC
626.686.561-71,16-9-1950,7765,DOC
345.919.330-91,10-12-1984,3073,TED
652.570.603-14,21-1-1997,4651,DOC
713.493.389-59,15-7-2003,4193,DOC
185.873.548-11,1-5-1921,3988,DOC
956.992.350-16,13-9-2009,3306,DOC
125.680.857-80,23-11-1989,2799,TED
561.282.670-92,21-1-2005,3904,DOC
932.403.180-38,26-2-2017,2312,DOC
658.232.338-77,26-6-1908,3596,TED
244.804.926-68,26-1-2001,4410,DOC
665.198.433-11,21-2-1929,4791,TED
670.460.971-68,25-11-1933,4442,TED
326.253.952-38,24-5-1985,6927,DOC
832.240.417-88,2-1-2009,5751,DOC
468.901.979-53,11-9-1975,9263,TED
861.413.440-16,3-4-1932,4417,DOC
947.544.530-73,15-2-1978,7460,DOC
764.242.913-21,12-9-1968,7179,TED
406.895.577-25,3-1-1942,5714,DOC
735.399.620-34,22-4-1969,4020,TED
563.557.517-48,8-1-1993,2499,TED
552.281.705-41,22-6-2000,2562,DOC
562.933.202-45,15-3-2006,1778,TED
514.478.299-40,21-7-1995,7687,DOC
704.796.445-36,9-9-1991,3289,TED
224.953.471-44,15-3-2000,2535,TED
716.662.955-34,13-3-2013,3545,TED
998.873.884-31,11-10-1967,8157,TED
651.653.647-50,21-2-1972,9433,TED
329.433.956-59,12-7-1950,7430,DOC
591.470.816-62,19-11-1922,3517,DOC
629.385.505-44,12-1-2004,4044,DOC
718.588.685-34,25-6-1973,9183,DOC
280.146.196-17,4-9-1992,7818,DOC
891.997.894-76,23-5-1930,7132,TED
465.256.225-79,5-2-2013,1246,TED
721.699.890-72,5-1-1942,2326,DOC
743.379.996-75,21-7-2003,1547,TED
126.250.793-43,11-5-1965,5464,TED
844.825.494-91,20-1-1919,4382,DOC
567.238.212-60,1-2-1914,1297,DOC
700.142.394-49,10-9-2000,4138,TED
869.558.379-98,3-1-1964,3778,DOC
263.515.138-77,14-7-1984,6912,DOC
822.181.234-63,16-6-1971,8603,DOC
152.958.791-65,9-4-1923,6244,TED
761.516.371-90,14-12-2017,3837,DOC
290.848.904-79,9-6-1929,8542,DOC
840.754.653-29,5-5-1939,3316,TED
115.724.376-98,9-3-1907,5294,TED
980.180.160-63,19-8-1913,4232,TED
183.781.221-73,5-11-1951,9100,TED
306.583.886-73,16-5-1986,7026,DOC
409.460.643-50,17-7-1969,8957,TED
467.152.792-88,1-12-1979,3632,TED
171.219.362-94,11-1-1975,2026,DOC
525.997.730-26,20-7-1902,8075,TED
964.968.749-44,10-9-1997,2858,TED
794.233.193-86,23-4-2003,9195,DOC
920.937.414-97,14-11-1956,8717,TED
435.980.921-40,11-10-1927,7383,TED
226.633.308-46,9-3-1917,2052,TED
267.716.269-28,12-4-1970,9971,TED
995.182.436-79,14-5-1969,8892,TED
115.247.784-39,5-1-1901,1684,DOC
919.142.280-46,7-9-1921,6296,TED
457.814.975-62,7-2-1979,8819,DOC
868.655.266-55,17-6-1911,4356,DOC
392.511.985-40,9-2-2009,5914,TED
154.359.749-97,18-7-1938,8048,TED
571.768.765-11,10-10-1910,2722,TED
665.174.990-86,6-8-1928,5413,DOC
278.133.613-93,7-8-1906,1222,TED
190.667.466-58,11-3-2003,8086,DOC
493.386.190-83,28-6-1978,5891,TED
339.382.216-95,28-7-1977,2941,DOC
337.315.942-86,12-8-1952,3616,TED
861.445.329-75,25-7-1955,9342,DOC
267.605.376-58,24-5-1938,7187,DOC
659.928.429-83,2-1-2000,8849,DOC
268.112.520-49,24-4-1979,7558,TED
923.468.365-70,24-2-1985,7774,DOC
722.883.608-38,25-1-1909,4281,DOC
656.766.195-93,16-9-1970,9355,TED
978.506.543-88,17-9-1941,5519,TED
967.904.771-73,18-10-1983,9276,TED
714.166.160-22,11-6-2017,7123,DOC
238.790.231-41,18-1-1979,9614,TED
594.109.200-28,23-1-1965,4967,TED
678.469.393-83,18-7-2016,9252,DOC
191.489.151-64,4-4-1937,6871,TED
218.997.176-98,3-6-1976,1036,DOC
621.559.296-52,25-9-1960,9289,DOC
705.389.412-51,6-10-2017,8102,TED
686.769.942-27,22-4-1943,3250,DOC
267.189.441-44,14-6-1988,1484,TED
276.474.436-26,1-11-1956,3791,TED
277.234.821-51,19-12-1948,6851,TED
583.645.428-47,26-5-1940,5042,DOC
353.651.486-53,1-7-1954,7365,TED
952.598.788-98,26-7-1942,1832,TED
231.641.761-48,11-7-1970,4262,TED
996.901.278-52,4-3-1976,9547,DOC
349.878.574-92,14-11-1902,3961,DOC
467.230.173-93,17-6-1997,9908,DOC
348.762.198-62,24-11-1966,6781,DOC
880.698.206-64,22-12-1965,5042,TED
921.726.650-69,28-7-1921,2886,TED
125.876.195-98,26-11-1945,6793,TED
993.167.242-63,9-1-1940,1304,DOC
686.442.122-17,11-12-2008,9273,DOC
539.391.651-38,15-7-1982,6690,TED
775.986.620-75,12-1-1986,6597,DOC
425.226.294-78,10-10-1931,3412,TED
517.967.681-36,2-4-1900,5269,DOC
536.877.256-86,12-7-1950,9579,DOC
881.379.628-41,18-8-1917,4240,DOC
692.803.157-25,19-2-1930,3327,TED
258.928.992-26,14-10-1998,1386,TED
206.498.191-14,2-5-1953,6065,DOC
646.960.636-48,23-5-1926,4671,TED
791.240.313-93,24-10-1991,1554,DOC
502.338.342-86,20-10-1982,8166,DOC
690.363.579-19,11-10-1976,5825,DOC
112.836.727-34,1-9-1965,5259,TED
180.687.489-29,5-7-1954,6116,DOC
354.925.811-20,8-8-2007,9720,DOC
226.750.444-16,9-10-1959,7991,TED
592.482.422-38,5-8-1962,9923,TED
279.137.762-44,2-10-1947,9453,DOC
944.744.106-52,5-9-1912,3439,TED
192.415.476-72,9-11-1966,8591,TED
502.984.893-67,7-4-1988,6952,DOC
927.663.890-31,9-3-2014,3266,DOC
120.715.641-54,17-6-1926,5812,DOC
379.824.623-52,12-4-1917,2613,DOC
802.443.839-13,19-8-2000,6128,TED
204.231.804-35,26-9-1921,7944,TED
526.384.276-86,26-4-1988,2935,TED
304.415.630-28,23-2-2009,3000,TED
338.259.455-99,10-4-1945,3553,TED
562.819.930-37,13-9-1909,3114,DOC
991.222.728-64,18-10-1900,8491,DOC
952.564.892-11,23-1-1975,1551,DOC
425.254.754-51,27-11-1939,5147,TED
252.307.620-93,8-9-1994,3025,DOC
994.140.166-13,21-10-1962,6482,TED
425.687.223-84,20-8-1992,1680,DOC
784.207.183-61,5-4-1993,5448,DOC
655.108.703-41,25-8-1944,8239,TED
942.240.710-14,3-8-1936,9292,TED
598.631.906-71,17-3-1961,3764,TED
882.792.368-36,28-11-2011,7429,TED
391.268.968-18,18-2-1997,5962,DOC
544.853.884-63,28-8-1959,7860,DOC
352.343.463-40,25-10-1952,2348,DOC
810.625.476-61,7-8-1980,6405,DOC
332.515.379-55,26-8-1920,4494,TED
643.231.815-54,27-11-1933,3116,TED
260.894.209-11,11-11-2014,3336,TED
517.483.633-42,25-8-2006,3198,DOC
758.135.520-51,25-7-1991,1524,TED
795.734.956-88,11-11-1931,5965,TED
408.849.922-39,10-7-1920,7200,TED
611.514.955-95,23-7-2015,3929,DOC
933.794.487-67,8-7-2017,2626,DOC
342.508.990-60,6-1-2016,3210,DOC
265.600.353-92,24-5-2012,8209,TED
365.506.799-99,17-12-1983,8695,TED
200.273.855-49,11-3-1946,7084,DOC
728.345.845-10,14-1-1965,6871,DOC
833.580.627-88,12-12-1983,8962,DOC
786.191.251-18,27-6-1904,8610,DOC
332.287.383-34,8-1-1941,4200,TED
157.736.677-38,17-1-2000,7753,DOC
958.889.749-99,8-12-1997,1098,TED
868.549.400-32,14-3-1900,2680,TED
916.330.980-11,11-9-1940,6116,DOC
997.784.195-86,13-5-1936,6835,DOC
813.174.560-57,10-7-1946,1317,DOC
472.414.651-91,13-10-1931,9749,DOC
629.243.178-21,9-9-1941,3348,TED
513.168.122-94,1-11-1960,9974,TED
149.583.249-78,4-4-1938,9518,DOC
577.540.600-59,25-2-1902,4493,DOC
470.551.187-26,27-3-2001,4600,TED
775.133.919-45,12-8-1961,9345,DOC
405.290.779-36,28-1-1980,6075,DOC
630.431.456-50,8-5-1935,7685,DOC
797.445.877-65,26-8-1982,4811,DOC
644.877.993-11,26-1-1949,1061,TED
538.229.272-33,13-9-1935,5369,DOC
761.328.465-40,5-3-1919,3388,DOC
727.699.167-92,15-12-1965,8982,DOC
253.169.366-24,1-9-2002,4080,DOC
988.670.680-96,1-12-1976,6865,TED
476.880.129-76,24-11-2004,8758,TED
354.182.736-99,18-1-1967,4515,TED
997.701.303-66,6-11-1994,7166,DOC
606.776.726-60,3-2-2005,8834,TED
766.933.495-34,24-2-1932,2941,DOC
708.430.356-88,9-7-2001,6511,TED
722.664.591-75,20-11-1902,1063,DOC
630.624.413-34,7-11-1964,3437,DOC
368.346.462-92,13-9-2000,5370,TED
665.359.655-71,10-1-1919,5179,TED
903.685.782-86,7-7-1907,7534,TED
164.505.462-49,15-2-1911,7968,TED
491.685.865-85,9-4-2016,2814,TED
337.371.726-99,18-3-1965,8598,DOC
675.457.136-92,20-11-1977,5919,DOC
871.745.365-23,15-4-2017,7263,TED
851.128.881-59,17-3-1951,3090,TED
600.155.261-97,13-6-1970,1275,TED
788.780.896-26,23-11-1998,6298,DOC
697.858.330-59,13-10-1969,4045,TED
761.983.426-66,2-1-1961,4081,TED
171.159.211-69,21-12-1925,2896,TED
715.551.265-91,10-4-1955,4481,DOC
167.322.877-82,20-6-1902,9429,DOC
533.271.873-99,9-6-1990,6150,TED
227.234.602-13,6-3-1909,2827,TED
175.697.895-26,14-5-1914,4722,TED
240.548.746-34,10-7-1946,1163,TED
989.318.327-28,6-9-1996,4713,DOC
287.748.594-28,2-10-1924,9325,TED
909.544.680-94,4-1-1900,6392,DOC
615.523.787-31,1-2-1965,1158,TED
142.678.486-25,12-10-2012,2635,DOC
115.655.660-86,1-11-2011,7949,TED
673.651.979-40,10-5-1954,1510,DOC
895.571.133-62,15-3-1958,6148,TED
749.635.188-26,23-10-1918,1768,TED
463.873.390-87,10-12-1959,2968,TED
490.645.705-32,7-5-1974,2906,DOC
609.915.860-24,4-9-1915,3369,TED
704.782.652-89,13-7-2006,1481,TED
824.482.505-45,2-1-1916,9623,DOC
599.203.864-62,19-10-1972,1370,TED
582.746.641-20,16-11-1938,1612,DOC
230.130.887-40,14-8-1984,8276,TED
347.871.668-88,3-4-1988,2523,TED
104.399.172-14,22-5-1979,4528,TED
562.744.522-95,14-11-1928,5228,TED
771.433.773-59,15-4-1955,3489,DOC
139.402.827-52,28-8-1933,4919,TED
342.117.873-96,14-6-1969,7742,DOC
344.615.502-70,14-5-1909,8671,TED
682.254.175-88,25-8-1937,4924,DOC
859.232.225-81,14-7-2012,2564,DOC
261.742.418-80,22-12-1948,1106,DOC
210.409.710-26,12-10-1951,3908,TED
769.792.850-94,12-8-1922,2129,TED
373.471.273-88,13-7-1984,2872,DOC
238.642.511-30,1-7-1954,8484,TED
391.635.391-10,19-11-1999,3892,TED
922.834.291-12,20-4-1938,2837,TED
824.419.843-67,13-6-1954,6471,TED
733.511.199-66,6-4-2001,6946,DOC
581.693.311-90,3-10-1901,8867,TED
220.937.285-37,13-11-1930,6617,TED
765.613.417-85,19-3-1972,8537,TED
513.423.206-69,11-7-1969,5716,TED
767.222.679-30,14-7-1996,6817,DOC
828.614.952-97,16-10-1984,6214,TED
964.820.207-81,14-5-1953,7954,TED
261.167.863-16,16-3-1932,8926,TED
501.921.225-87,16-5-1925,3209,TED
650.950.748-71,2-5-1998,6329,DOC
476.824.453-93,25-3-1964,5578,DOC
733.335.896-24,6-7-2012,9824,TED
630.565.284-26,7-3-1903,3054,TED
383.625.779-65,9-7-1975,6096,DOC
865.861.120-92,12-3-1915,3079,TED
337.913.845-44,11-10-1960,4354,DOC
666.635.254-89,21-12-2011,1233,TED
912.608.395-10,28-6-2000,1485,TED
645.674.764-37,13-1-1967,9287,DOC
632.496.988-99,1-2-1925,3088,DOC
181.694.835-95,16-1-1935,6334,DOC
277.898.553-34,7-1-2015,3571,DOC
330.620.598-67,6-1-1906,7170,DOC
671.607.693-83,24-12-1970,2723,TED
356.994.983-16,19-2-1909,5280,DOC
111.115.252-54,17-4-2015,5694,TED
981.975.992-18,20-5-1980,7867,TED
405.891.169-25,15-6-1985,6194,TED
190.588.520-56,22-6-1991,2364,DOC
218.784.916-38,6-5-1948,9091,TED
393.327.134-33,14-5-1937,7407,TED
943.873.442-25,21-3-2015,2014,TED
400.966.524-32,21-8-1938,6860,TED
569.269.627-35,23-9-1918,1948,TED
131.127.777-36,17-4-1966,3023,TED
665.416.475-36,23-3-1903,9291,TED
633.202.157-42,28-10-1953,6599,DOC
437.458.106-37,25-5-2006,5328,TED
114.600.799-55,4-11-1920,6628,TED
311.757.420-51,10-12-1988,4646,DOC
975.626.313-83,12-10-1987,3722,TED
668.672.452-84,9-6-1969,7142,DOC
222.253.832-11,25-7-1948,1472,DOC
988.870.154-18,2-6-1927,9943,DOC
235.644.228-48,25-6-1941,7030,TED
490.297.551-36,5-5-1982,9529,TED
457.833.165-50,22-9-1999,2055,DOC
446.754.132-23,14-1-1970,6101,TED
881.440.205-19,21-8-2010,7627,DOC
158.189.658-81,22-9-1938,4326,DOC
989.398.994-85,12-5-2001,7278,DOC
550.486.586-97,16-6-1928,9522,DOC
576.606.855-76,1-9-1970,3242,TED
576.462.394-20,11-7-1922,8280,TED
329.956.377-72,14-7-2017,1623,TED
736.321.269-64,22-9-1937,7451,DOC
750.786.920-52,16-1-1973,2418,TED
888.598.599-64,14-12-1957,4689,TED
474.481.376-85,25-10-1929,5654,TED
351.113.250-25,19-4-1984,2173,DOC
521.961.917-44,10-8-1984,1176,TED
985.419.858-95,28-8-1935,9219,DOC
607.844.771-67,12-7-1914,1359,TED
882.159.820-59,8-6-1938,4005,TED
195.189.321-84,14-3-1942,4695,DOC
338.708.332-72,22-10-1945,5983,DOC
809.113.773-73,21-7-2012,8277,DOC
296.860.864-12,13-2-1964,8235,DOC
718.860.102-30,13-11-1905,2690,DOC
754.626.318-99,21-10-1938,1530,DOC
919.835.209-47,24-9-1970,3835,DOC
829.463.407-29,2-9-1902,4068,DOC
126.848.708-90,12-5-1934,3689,TED
298.359.394-35,3-7-2007,3801,DOC
411.496.148-80,22-5-1932,9367,TED
622.656.339-34,23-6-1973,5289,TED
940.827.937-14,1-5-1933,9993,TED
274.106.574-74,27-10-1903,1076,TED
165.598.476-17,24-10-1901,3898,TED
148.466.505-66,22-5-1945,3122,DOC
682.999.438-50,10-12-1913,7039,DOC
239.540.172-70,18-1-2014,3759,DOC
649.798.765-81,14-5-1977,4213,TED
174.605.119-59,11-9-2007,3536,TED
601.164.824-22,2-3-1987,7221,TED
550.506.704-32,17-10-1982,9315,TED
324.934.173-85,22-10-1961,2216,TED
567.730.517-70,1-4-1918,1864,DOC
194.936.370-40,3-3-1975,5854,DOC
945.614.367-51,15-7-1963,4920,DOC
154.785.595-41,9-2-1915,4015,TED
152.176.496-64,23-7-1910,8855,DOC
437.197.204-54,4-1-2009,7630,TED
627.353.674-32,28-9-1949,5049,DOC
656.982.586-25,22-5-1944,4713,DOC
487.984.704-74,28-2-1913,6035,TED
447.172.732-57,15-12-1977,9480,TED
229.484.719-27,18-7-1938,9675,DOC
343.595.914-95,19-6-1984,5110,DOC
614.545.832-41,10-12-1958,5839,TED
253.991.904-44,7-1-1954,9716,TED
940.394.551-33,8-8-1943,1326,TED
927.219.112-25,22-3-1918,6599,TED
922.446.777-41,17-8-1938,1689,DOC
605.617.864-72,1-12-1914,1350,TED
304.562.520-20,16-10-1965,4762,DOC
462.875.844-60,1-2-2007,2205,DOC
238.849.714-89,28-6-1962,3951,TED
802.378.513-65,14-10-1988,9897,DOC
594.922.655-44,12-5-1957,9797,TED
754.666.396-28,21-9-1990,8732,TED
